"Data Source","World Development Indicators",

"Last Updated Date","2025-10-07",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Panama","PAN","Population, female","SP.POP.TOTL.FE.IN","552668","569525","587177","605527","624438","643774","663493","683532","703831","724418","745390","766804","788553","810487","832572","854780","877054","899375","921777","944409","967408","990856","1014788","1039208","1064052","1089119","1114338","1139685","1165161","1190878","1217051","1243593","1270397","1297585","1325115","1352940","1381111","1409665","1438561","1467758","1497245","1527044","1557150","1587576","1618451","1649618","1680891","1712445","1744401","1776711","1809258","1842205","1875508","1908870","1942521","1976666","2011297","2046191","2080896","2114557","2144479","2171401","2199575","2228887","2257573",
"Peru","PER","Population, female","SP.POP.TOTL.FE.IN","5069366","5219654","5373406","5530414","5691457","5855952","6023874","6195301","6370588","6549823","6713184","6877050","7059213","7245882","7438143","7632743","7830035","8031364","8237944","8449574","8664918","8883846","9108086","9338758","9574998","9813615","10049354","10283222","10520771","10761392","11004228","11240128","11472726","11707447","11940818","12172488","12401098","12630183","12860213","13082451","13285707","13465601","13624024","13766969","13900209","14022214","14131003","14230899","14329716","14431219","14537705","14657126","14789402","14931654","15087792","15263951","15470938","15702729","15993822","16274450","16482005","16657801","16823640","17010174","17200284",
"Philippines","PHL","Population, female","SP.POP.TOTL.FE.IN","13827350","14266244","14720307","15184392","15656924","16136762","16621854","17113667","17612477","18114478","18609479","19072100","19533557","19993496","20452839","20945283","21486731","22070792","22677363","23296504","23921540","24562709","25249640","25993720","26755711","27494700","28218800","28982645","29774948","30538894","31327689","32084721","32847408","33639698","34394812","35167837","35983569","36836257","37746477","38696561","39617859","40490405","41327368","42162747","42998916","43816634","44591090","45398890","46229387","47090207","48044635","48977035","49910854","50832021","51672020","52476447","53242092","53999406","54754964","55506906","56175775","56681259","57115091","57580382","58059563",
"Palau","PLW","Population, female","SP.POP.TOTL.FE.IN","4626","4737","4856","4979","5101","5223","5343","5425","5462","5503","5592","5739","5894","6015","6065","6061","6041","6010","5977","5938","5906","5949","6056","6168","6290","6418","6543","6664","6787","6907","7048","7224","7406","7591","7781","7981","8174","8338","8482","8607","8714","8813","8914","9020","9134","9172","9097","8986","8870","8750","8624","8499","8379","8311","8289","8269","8255","8240","8216","8184","8176","8182","8180","8172","8165",
"Papua New Guinea","PNG","Population, female","SP.POP.TOTL.FE.IN","940367","965582","988502","1010920","1032690","1054495","1077525","1101360","1125821","1151723","1178897","1207120","1236495","1266426","1296165","1325880","1355722","1385777","1416007","1446340","1476935","1507802","1539188","1571649","1605247","1639966","1675770","1712534","1750075","1790352","1840175","1903063","1975039","2051490","2130445","2211704","2295412","2381741","2469918","2560249","2652966","2746298","2840519","2936890","3035227","3135405","3237497","3341445","3447416","3555377","3665305","3775200","3883972","3992858","4101905","4210900","4319593","4427838","4535715","4643189","4747803","4848513","4946016","5041654","5137279",
"Poland","POL","Population, female","SP.POP.TOTL.FE.IN","15303552","15460573","15627529","15825768","16037342","16186558","16301422","16454057","16608200","16736108","16795302","16854198","16987186","17134372","17291012","17454106","17622202","17789639","17931244","18075777","18241870","18406460","18573654","18743682","18909056","19057380","19185810","19294355","19380804","19460863","19545221","19624057","19694510","19753446","19803188","19838897","19862106","19883107","19899397","19911197","19715929","19716651","19714178","19707720","19704390","19705143","19704948","19708889","19722079","19782008","19709311","19638978","19615919","19601840","19584440","19568360","19556897","19555973","19552068","19543226","19314870","19050967","18975738","18908458","18844270",
"Pre-demographic dividend","PRE","Population, female","SP.POP.TOTL.FE.IN","95310358","97557180","99915071","102372368","104933317","107599098","110358026","113217751","116196529","119275288","122468541","125775318","129169852","132773092","136590775","140546798","144602992","148822114","153458998","158330864","162923966","167000764","171363993","176232369","181298785","186497009","191674741","196931779","202167550","207629194","213047245","218393718","224565130","231614030","239316441","246839113","253500661","260210823","267572046","275290338","283039952","291095580","299827906","308859682","317907599","327313928","336740090","345954059","355930332","366618069","377424813","388571613","400165488","412098310","424132151","436125401","448345643","460915338","473713991","486648024","499766734","512897278","525982672","539461400","553269474",
"Puerto Rico (US)","PRI","Population, female","SP.POP.TOTL.FE.IN","1191119","1213547","1240435","1269494","1296517","1318815","1336480","1348593","1358165","1370122","1387917","1411299","1440367","1472717","1504520","1533341","1559745","1583642","1605567","1626478","1646682","1666030","1684540","1702359","1719842","1737275","1754796","1772422","1789941","1807047","1823657","1837148","1850026","1867006","1885853","1904699","1927417","1946459","1958638","1969392","1975572","1980519","1983931","1985999","1987173","1985145","1977686","1967171","1956765","1947197","1940127","1925598","1910586","1897032","1874742","1850830","1824458","1791510","1731709","1739820","1730716","1722674","1701684","1694231","1695061",
"Korea, Dem. People's Rep.","PRK","Population, female","SP.POP.TOTL.FE.IN","6420780","6547394","6676112","6820425","6973765","7130403","7296795","7482440","7676840","7868641","8061933","8252529","8444521","8623196","8776270","8917283","9045951","9163447","9277979","9394651","9514221","9639306","9769566","9901128","10034342","10169706","10307608","10447570","10589048","10732287","10878802","11029666","11184162","11340189","11496793","11631322","11741357","11846015","11943816","12034599","12116863","12190080","12253287","12326054","12408584","12480002","12544940","12606329","12664539","12718436","12767723","12815947","12864205","12913109","12962725","13012623","13062288","13111606","13159959","13206827","13250754","13289964","13326404","13360198","13390106",
"Portugal","PRT","Population, female","SP.POP.TOTL.FE.IN","4617651","4656649","4691862","4712510","4716894","4699829","4667406","4641527","4625808","4589371","4555435","4535900","4520992","4514758","4571257","4741666","4871793","4917292","4964225","5011931","5062024","5103787","5134081","5156922","5175984","5189950","5194674","5193343","5188460","5181943","5171919","5161588","5159172","5166262","5179875","5196622","5214669","5236578","5261568","5289440","5324036","5359229","5390986","5416490","5433622","5447658","5461620","5477093","5491630","5504912","5515346","5514330","5499561","5478858","5458055","5440729","5425240","5412982","5406817","5406231","5405235","5430708","5463636","5539155","5604063",
"Paraguay","PRY","Population, female","SP.POP.TOTL.FE.IN","951669","973615","996460","1020775","1046240","1072067","1098011","1123912","1149762","1175667","1201752","1228522","1256636","1285993","1316450","1347713","1379463","1412079","1445860","1481353","1519280","1559869","1602900","1647888","1694345","1742214","1791604","1842284","1894070","1946706","1999748","2053151","2106895","2160602","2214151","2267559","2320686","2373418","2425559","2476490","2524782","2567680","2604048","2636515","2667666","2697992","2726958","2754615","2782327","2811818","2845800","2884666","2926395","2969722","3014110","3059517","3105356","3151077","3196439","3241278","3286865","3329042","3368932","3411748","3455037",
"West Bank and Gaza","PSE","Population, female","SP.POP.TOTL.FE.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","979197","1023685","1070199","1118871","1169756","1222957","1278601","1336765","1371636","1408094","1445514","1484780","1526203","1569055","1612954","1657430","1702468","1748297","1798708","1849119","1899516","1949736","2000122","2050376","2100875","2151143","2201027","2245037","2301306","2358603","2416909","2476124","2535941","2598445","2663386",
"Pacific island small states","PSS","Population, female","SP.POP.TOTL.FE.IN","440125","453092","466607","480548","494709","509085","523260","536350","548518","560722","573118","585401","597507","609428","621718","634736","648708","663519","678724","692656","707114","723906","740773","757608","774755","792201","809315","825173","839861","853854","867323","880306","893183","906035","918484","930444","942785","956956","972077","986805","1000897","1014491","1027782","1040664","1053349","1065886","1078320","1090650","1102712","1114805","1129332","1145986","1162470","1178900","1195479","1212229","1228947","1245942","1263036","1277538","1292132","1307960","1323620","1340306","1356893",
"Post-demographic dividend","PST","Population, female","SP.POP.TOTL.FE.IN","390356107","394896533","399488494","403985888","408450941","412783453","416913560","420909953","424781242","428563238","432333912","436944385","440745609","444373323","447923437","451367385","454499280","457575021","460657202","463816942","466785396","469739675","472459729","475003853","477358725","479720455","482158476","484605144","487283482","490209224","493101323","496367340","499569275","502550176","505313828","507865764","510451573","513021244","515382222","517657687","520132872","522543559","525128419","527725134","530416697","533062186","535858930","538863291","542031668","544812247","547407059","548955089","551131615","553047542","555197513","557379922","559624680","561509241","563422136","564985314","565968788","565782016","566394089","568353405","571635068",
